Store ID,Employee Number,Sales,Marketing Spend,Electronics Sales,Home Sales,Clothes Sales,Area_Asia,Area_Europe,Area_North America,Area_South America,Date_2018-01-31,Date_2018-02-28,Date_2020-09-30,Date_2020-10-31,Date_2020-11-30,Date_2020-12-31,Date_2021-01-31,Date_2021-02-28,Date_2021-03-31,Date_2021-04-30,Date_2021-05-31,Date_2021-06-30,Date_2021-07-31,Date_2021-08-31,Date_2021-09-30,Date_2021-10-31,Date_2021-11-30,Date_2021-12-31,Date_2022-01-31,Date_2022-02-28,Date_Other
-1.696648200566942,0.027299707868976755,-2.952527038770449,0.2393660483725499,-2.681935605450785,-2.8005115723942526,-2.9644413496572852,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.696648200566942,0.08231889966283867,-2.562039854026323,-0.7159499513704334,-2.166701974545148,-2.4914265385442995,-2.384002360945841,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.696648200566942,0.015073220803674018,-2.1128468501171285,-1.4017351683865262,-1.6639839374977154,-2.0480124092734857,-2.0884340957105985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.696648200566942,0.03952619493427949,-1.7395256025163564,-1.36375648264853,-1.2464808280268176,-1.5395817742854767,-1.734471300310289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.696648200566942,-0.04605921452283914,-1.434578797812403,-1.623243053917989,-1.167700837400988,-1.2069387482783875,-1.5421180298502868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.696648200566942,0.027299707868976755,-0.8110032364702369,-0.9935277504821318,-0.8205271040746666,-0.5563395561825181,-0.9360772694615185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.696648200566942,-0.021606240392233928,-0.43491566386781105,-0.3382276140276198,-0.6868448406313032,-0.6169908798191106,-0.22505121549499954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.696648200566942,0.05175268199958196,-0.3992727491875067,1.2621137227089476,-0.5626860522902906,-0.5878366278745202,-0.054457010699214596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.696648200566942,0.03952619493427949,-0.8099286141537618,0.8843452677654338,-0.6659113658973462,-0.8426230762656722,-0.4454735435231799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.696648200566942,0.11288511732609538,-0.8169464366800618,0.018043979743175044,-0.7670076590813377,-0.9409649240910464,-0.6998272036230007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
